"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"300","Rhynchanthera bracteata","8","258.88","12.32","4.36","Rhynchanthera bracteata","8","105.5","6.32","2.23","Rhynchanthera bracteata","8","70","4.07","1.44","Rhynchanthera bracteata","8","1255","321.36","113.62","Rhynchanthera bracteata","8","332.25","14.72","5.2","Rhynchanthera bracteata","8","181.88","26.41","9.34","Rhynchanthera bracteata","8","150.38","15.65","5.53","Rhynchanthera bracteata","8","263","3.93","1.39","Rhynchanthera bracteata","8","246","24.24","8.57","Rhynchanthera bracteata","8","270.75","12.36","4.37","Rhynchanthera bracteata","8","240","16.67","5.89","Rhynchanthera bracteata","8","2062.12","270.6","95.67","Rhynchanthera bracteata","8","327.38","42.05","14.87","Rhynchanthera bracteata","8","50.75","22.28","7.88","Rhynchanthera bracteata","8","55.88","5.57","1.97","Rhynchanthera bracteata","8","895.75","128.63","45.48","Rhynchanthera bracteata","8","174.5","53.54","18.93","Rhynchanthera bracteata","8","508.12","227.24","80.34","Rhynchanthera bracteata","8","415","393.5","139.12","Rhynchanthera bracteata","8","188.38","88.03","31.12"
"301","Centronia laurifolia","5","227.2","6.38","2.85","Centronia laurifolia","5","106.8","4.55","2.03","Centronia laurifolia","5","82.4","1.34","0.6","Centronia laurifolia","5","559.6","70.29","31.43","Centronia laurifolia","5","296.2","2.49","1.11","Centronia laurifolia","5","167.4","8.65","3.87","Centronia laurifolia","5","128.8","7.33","3.28","Centronia laurifolia","5","225.6","6.19","2.77","Centronia laurifolia","5","230.2","4.66","2.08","Centronia laurifolia","5","234.4","5.59","2.5","Centronia laurifolia","5","219.6","7.73","3.46","Centronia laurifolia","5","2319.8","160.48","71.77","Centronia laurifolia","5","249","22.19","9.92","Centronia laurifolia","5","151.4","9.32","4.17","Centronia laurifolia","5","15.8","2.49","1.11","Centronia laurifolia","5","711","64.44","28.82","Centronia laurifolia","5","485.4","32.09","14.35","Centronia laurifolia","5","516","32.24","14.42","Centronia laurifolia","5","584.8","63.49","28.39","Centronia laurifolia","5","885.4","104.75","46.85"
"302","Blakea subvaginata","6","191.33","16.81","6.86","Blakea subvaginata","6","103.5","11.27","4.6","Blakea subvaginata","6","87.33","2.42","0.99","Blakea subvaginata","6","294.67","111.67","45.59","Blakea subvaginata","6","251","12.17","4.97","Blakea subvaginata","6","133.17","23.11","9.43","Blakea subvaginata","6","117.83","13.92","5.68","Blakea subvaginata","6","191.17","17.47","7.13","Blakea subvaginata","6","192.33","16.54","6.75","Blakea subvaginata","6","194.67","16.99","6.94","Blakea subvaginata","6","187","16.43","6.71","Blakea subvaginata","6","3069.5","1602.96","654.41","Blakea subvaginata","6","357.67","143.04","58.4","Blakea subvaginata","6","160.17","122.01","49.81","Blakea subvaginata","6","29.33","16.57","6.76","Blakea subvaginata","6","983.33","402.08","164.15","Blakea subvaginata","6","546.17","401.07","163.74","Blakea subvaginata","6","818.67","446.61","182.33","Blakea subvaginata","6","832.67","429.12","175.19","Blakea subvaginata","6","1492.67","402.58","164.35"
"303","Tococa capitata","10","262","2.58","0.82","Tococa capitata","10","95.7","2.41","0.76","Tococa capitata","10","84.7","1.34","0.42","Tococa capitata","10","429.1","20.73","6.56","Tococa capitata","10","317.2","4.49","1.42","Tococa capitata","10","204.8","1.87","0.59","Tococa capitata","10","112.4","4.01","1.27","Tococa capitata","10","261.7","2.06","0.65","Tococa capitata","10","257.5","2.72","0.86","Tococa capitata","10","266.5","2.37","0.75","Tococa capitata","10","255.5","2.27","0.72","Tococa capitata","10","2824.2","261.79","82.79","Tococa capitata","10","307.5","27.81","8.79","Tococa capitata","10","163.3","31.07","9.83","Tococa capitata","10","19.2","3.99","1.26","Tococa capitata","10","867.9","73.23","23.16","Tococa capitata","10","537.4","96.3","30.45","Tococa capitata","10","694.6","54.31","17.17","Tococa capitata","10","575","118.91","37.6","Tococa capitata","10","110.8","17.59","5.56"
"304","Adelobotrys spruceana","14","254.43","15.52","4.15","Adelobotrys spruceana","14","96.64","8.71","2.33","Adelobotrys spruceana","14","84.36","4.68","1.25","Adelobotrys spruceana","14","474.71","135.4","36.19","Adelobotrys spruceana","14","313.21","13.49","3.61","Adelobotrys spruceana","14","199.29","17.79","4.75","Adelobotrys spruceana","14","113.93","7","1.87","Adelobotrys spruceana","14","251.14","16.34","4.37","Adelobotrys spruceana","14","256.43","16.74","4.47","Adelobotrys spruceana","14","259.07","16.66","4.45","Adelobotrys spruceana","14","247.64","14.65","3.92","Adelobotrys spruceana","14","2840.64","495.43","132.41","Adelobotrys spruceana","14","363.14","60.35","16.13","Adelobotrys spruceana","14","127.71","56.91","15.21","Adelobotrys spruceana","14","32.64","17.45","4.66","Adelobotrys spruceana","14","1008.64","183.04","48.92","Adelobotrys spruceana","14","438.29","159.71","42.68","Adelobotrys spruceana","14","568.93","183.33","49","Adelobotrys spruceana","14","851.29","257.44","68.8","Adelobotrys spruceana","14","329.71","291.48","77.9"
"305","Miconia crassinervia","28","246.43","31.43","5.94","Miconia crassinervia","28","105.54","20.44","3.86","Miconia crassinervia","28","78.71","6.26","1.18","Miconia crassinervia","28","636.39","253.34","47.88","Miconia crassinervia","28","314.75","30.06","5.68","Miconia crassinervia","28","180.18","44.28","8.37","Miconia crassinervia","28","134.57","33.12","6.26","Miconia crassinervia","28","243.71","29.35","5.55","Miconia crassinervia","28","245.54","36.92","6.98","Miconia crassinervia","28","253.54","31.04","5.87","Miconia crassinervia","28","237.46","32.89","6.22","Miconia crassinervia","28","2371.29","668.96","126.42","Miconia crassinervia","28","347.82","88.79","16.78","Miconia crassinervia","28","57.79","35.83","6.77","Miconia crassinervia","28","51.96","15.25","2.88","Miconia crassinervia","28","967.21","251.23","47.48","Miconia crassinervia","28","221.39","123.04","23.25","Miconia crassinervia","28","420.43","191.8","36.25","Miconia crassinervia","28","656.39","429.22","81.11","Miconia crassinervia","28","510.82","622.69","117.68"
"306","Miconia cremophylla","14","159.5","30.5","8.15","Miconia cremophylla","14","96.21","8.62","2.3","Miconia cremophylla","14","84.07","4.23","1.13","Miconia cremophylla","14","365.21","106.8","28.54","Miconia cremophylla","14","216.86","35.24","9.42","Miconia cremophylla","14","102.57","30.08","8.04","Miconia cremophylla","14","114.29","12.42","3.32","Miconia cremophylla","14","157.43","29.61","7.91","Miconia cremophylla","14","159.36","31.87","8.52","Miconia cremophylla","14","163.36","31.4","8.39","Miconia cremophylla","14","154.43","29.77","7.96","Miconia cremophylla","14","2381.21","893.59","238.82","Miconia cremophylla","14","328","138.49","37.01","Miconia cremophylla","14","77.93","34.19","9.14","Miconia cremophylla","14","39.21","9.78","2.61","Miconia cremophylla","14","874.5","405.53","108.38","Miconia cremophylla","14","292.79","101.42","27.11","Miconia cremophylla","14","586.64","162.31","43.38","Miconia cremophylla","14","746.57","485.67","129.8","Miconia cremophylla","14","2189.07","503.63","134.6"
"307","Bellucia arborescens","13","260.31","14.3","3.97","Bellucia arborescens","13","98.69","14","3.88","Bellucia arborescens","13","83.15","5.63","1.56","Bellucia arborescens","13","508.85","161.67","44.84","Bellucia arborescens","13","322.38","16.42","4.55","Bellucia arborescens","13","204.23","17.44","4.84","Bellucia arborescens","13","118.15","15.49","4.3","Bellucia arborescens","13","255","14.38","3.99","Bellucia arborescens","13","262.85","14.84","4.12","Bellucia arborescens","13","265.23","15.15","4.2","Bellucia arborescens","13","252.62","13.49","3.74","Bellucia arborescens","13","3017.54","342.83","95.08","Bellucia arborescens","13","379.92","58.68","16.27","Bellucia arborescens","13","136.92","67.11","18.61","Bellucia arborescens","13","32","17.82","4.94","Bellucia arborescens","13","1058.23","174.82","48.49","Bellucia arborescens","13","469.38","191.28","53.05","Bellucia arborescens","13","539.23","196.39","54.47","Bellucia arborescens","13","976.92","248.24","68.85","Bellucia arborescens","13","211.69","272.71","75.64"
"308","Miconia nutans","49","209.63","32","4.57","Miconia nutans","49","105.84","15.72","2.25","Miconia nutans","49","81.39","6.75","0.96","Miconia nutans","49","597.76","313.33","44.76","Miconia nutans","49","274.98","35.91","5.13","Miconia nutans","49","144.61","33","4.71","Miconia nutans","49","130.37","22.72","3.25","Miconia nutans","49","209.31","32.2","4.6","Miconia nutans","49","207.63","32.99","4.71","Miconia nutans","49","216.14","33.41","4.77","Miconia nutans","49","200.92","31.21","4.46","Miconia nutans","49","2487.96","1047.69","149.67","Miconia nutans","49","340.9","135.39","19.34","Miconia nutans","49","89.71","71.23","10.18","Miconia nutans","49","42.45","19.65","2.81","Miconia nutans","49","914.43","360.43","51.49","Miconia nutans","49","309.98","233.79","33.4","Miconia nutans","49","575.04","262.81","37.54","Miconia nutans","49","537.49","380.54","54.36","Miconia nutans","49","1175.14","633.04","90.43"
"309","Conostegia henripittieri","5","202.2","21.29","9.52","Conostegia henripittieri","5","98.2","4.92","2.2","Conostegia henripittieri","5","85.6","7.5","3.35","Conostegia henripittieri","5","338","123.13","55.07","Conostegia henripittieri","5","260","20.94","9.36","Conostegia henripittieri","5","145.6","24.35","10.89","Conostegia henripittieri","5","114.4","5.03","2.25","Conostegia henripittieri","5","199.4","20.79","9.3","Conostegia henripittieri","5","202","23.52","10.52","Conostegia henripittieri","5","206","20.78","9.29","Conostegia henripittieri","5","197","23.05","10.31","Conostegia henripittieri","5","2624.2","326.31","145.93","Conostegia henripittieri","5","340.4","58.51","26.17","Conostegia henripittieri","5","112.4","64.77","28.97","Conostegia henripittieri","5","35.6","18.39","8.22","Conostegia henripittieri","5","934.2","109.6","49.01","Conostegia henripittieri","5","367.6","196.16","87.73","Conostegia henripittieri","5","561.6","123.73","55.33","Conostegia henripittieri","5","667.8","297.8","133.18","Conostegia henripittieri","5","1262.8","372.48","166.58"
"310","Miconia decurrens","31","237.58","32.74","5.88","Miconia decurrens","31","102.61","15.18","2.73","Miconia decurrens","31","82.23","6.21","1.12","Miconia decurrens","31","535.77","214.27","38.48","Miconia decurrens","31","299.39","30.52","5.48","Miconia decurrens","31","174.71","39.86","7.16","Miconia decurrens","31","124.68","20.83","3.74","Miconia decurrens","31","236.19","32.58","5.85","Miconia decurrens","31","235.58","34.23","6.15","Miconia decurrens","31","242.87","32.69","5.87","Miconia decurrens","31","229.55","32.68","5.87","Miconia decurrens","31","2660.65","1038.57","186.53","Miconia decurrens","31","329.55","131.41","23.6","Miconia decurrens","31","122.52","77.1","13.85","Miconia decurrens","31","31.9","14.77","2.65","Miconia decurrens","31","900.58","346.05","62.15","Miconia decurrens","31","421.94","252.18","45.29","Miconia decurrens","31","646.61","310.73","55.81","Miconia decurrens","31","607.68","338.39","60.78","Miconia decurrens","31","679.1","710.37","127.59"
"311","Miconia triangularis","5","219.2","10.83","4.84","Miconia triangularis","5","100.4","2.97","1.33","Miconia triangularis","5","84.6","5.98","2.67","Miconia triangularis","5","444.4","154.5","69.09","Miconia triangularis","5","280.2","10.47","4.68","Miconia triangularis","5","161.8","14.2","6.35","Miconia triangularis","5","118.4","5.86","2.62","Miconia triangularis","5","215.8","10.18","4.55","Miconia triangularis","5","219.6","14.17","6.34","Miconia triangularis","5","224","11.4","5.1","Miconia triangularis","5","212.6","10.45","4.67","Miconia triangularis","5","2753.2","1102.36","492.99","Miconia triangularis","5","306","125.62","56.18","Miconia triangularis","5","165","69.36","31.02","Miconia triangularis","5","19.4","2.41","1.08","Miconia triangularis","5","868","361.39","161.62","Miconia triangularis","5","530","215.32","96.29","Miconia triangularis","5","623","243.78","109.02","Miconia triangularis","5","802","409.59","183.17","Miconia triangularis","5","988.2","337","150.71"
"312","Meriania hernandoi","6","165.5","21.85","8.92","Meriania hernandoi","6","106.5","11.06","4.52","Meriania hernandoi","6","88.83","0.98","0.4","Meriania hernandoi","6","357.33","107.14","43.74","Meriania hernandoi","6","226","26.23","10.71","Meriania hernandoi","6","106.67","19.83","8.1","Meriania hernandoi","6","119.33","13.08","5.34","Meriania hernandoi","6","163.5","22.06","9.01","Meriania hernandoi","6","166.83","21.74","8.88","Meriania hernandoi","6","168.5","21.7","8.86","Meriania hernandoi","6","159.83","22.55","9.21","Meriania hernandoi","6","2405","916.35","374.1","Meriania hernandoi","6","311","118.76","48.48","Meriania hernandoi","6","117.5","64.67","26.4","Meriania hernandoi","6","31.83","7.14","2.91","Meriania hernandoi","6","839","326.19","133.17","Meriania hernandoi","6","386.17","182.34","74.44","Meriania hernandoi","6","537","154.88","63.23","Meriania hernandoi","6","777","323.17","131.93","Meriania hernandoi","6","2081.83","352.58","143.94"
"313","Mouriri crassifolia","11","261.73","7.32","2.21","Mouriri crassifolia","11","89.82","13.7","4.13","Mouriri crassifolia","11","78.27","4.31","1.3","Mouriri crassifolia","11","505.36","147.37","44.43","Mouriri crassifolia","11","323.91","6.22","1.88","Mouriri crassifolia","11","209.73","15.79","4.76","Mouriri crassifolia","11","114.18","16.67","5.03","Mouriri crassifolia","11","259.55","7.2","2.17","Mouriri crassifolia","11","267.82","9.42","2.84","Mouriri crassifolia","11","268.27","8.67","2.61","Mouriri crassifolia","11","255.27","6.36","1.92","Mouriri crassifolia","11","2503.55","589.51","177.74","Mouriri crassifolia","11","381.45","96.64","29.14","Mouriri crassifolia","11","68.91","23.36","7.04","Mouriri crassifolia","11","48.18","9.25","2.79","Mouriri crassifolia","11","1012.64","211.93","63.9","Mouriri crassifolia","11","252","79.45","23.96","Mouriri crassifolia","11","277.55","67.89","20.47","Mouriri crassifolia","11","665.73","329.12","99.23","Mouriri crassifolia","11","63.91","63.06","19.01"
"314","Acisanthera hedyotidea","5","253.6","21.35","9.55","Acisanthera hedyotidea","5","93.6","11.61","5.19","Acisanthera hedyotidea","5","71.6","4.56","2.04","Acisanthera hedyotidea","5","1015.6","341.71","152.82","Acisanthera hedyotidea","5","324.6","29.33","13.12","Acisanthera hedyotidea","5","195.2","19.69","8.81","Acisanthera hedyotidea","5","129.4","12.3","5.5","Acisanthera hedyotidea","5","244.4","22.02","9.85","Acisanthera hedyotidea","5","258.4","23.05","10.31","Acisanthera hedyotidea","5","265.6","20.11","8.99","Acisanthera hedyotidea","5","240","26.46","11.83","Acisanthera hedyotidea","5","1713.6","429.83","192.23","Acisanthera hedyotidea","5","276.8","65.37","29.23","Acisanthera hedyotidea","5","26.2","25.02","11.19","Acisanthera hedyotidea","5","60.4","13.35","5.97","Acisanthera hedyotidea","5","750","170.86","76.41","Acisanthera hedyotidea","5","109.6","80.45","35.98","Acisanthera hedyotidea","5","279.2","29.28","13.09","Acisanthera hedyotidea","5","709.6","209.9","93.87","Acisanthera hedyotidea","5","164.4","114.2","51.07"
"315","Conostegia ecuadorensis","11","223.91","26.25","7.91","Conostegia ecuadorensis","11","99.45","8.1","2.44","Conostegia ecuadorensis","11","88.64","3.01","0.91","Conostegia ecuadorensis","11","317.45","106.91","32.23","Conostegia ecuadorensis","11","280.91","24.83","7.49","Conostegia ecuadorensis","11","169.36","28.32","8.54","Conostegia ecuadorensis","11","111.55","6.49","1.96","Conostegia ecuadorensis","11","221.45","27.85","8.4","Conostegia ecuadorensis","11","224.27","26.95","8.13","Conostegia ecuadorensis","11","227","26.95","8.13","Conostegia ecuadorensis","11","219.18","25.9","7.81","Conostegia ecuadorensis","11","3323.91","996.33","300.4","Conostegia ecuadorensis","11","403.82","131","39.5","Conostegia ecuadorensis","11","172.64","66.12","19.94","Conostegia ecuadorensis","11","27.27","13.59","4.1","Conostegia ecuadorensis","11","1094.91","338.27","101.99","Conostegia ecuadorensis","11","562.73","193.42","58.32","Conostegia ecuadorensis","11","762.18","163.9","49.42","Conostegia ecuadorensis","11","969.82","404.37","121.92","Conostegia ecuadorensis","11","887.18","602.28","181.59"
"316","Miconia diaphanea","16","254.81","14.52","3.63","Miconia diaphanea","16","100.12","19.69","4.92","Miconia diaphanea","16","76.19","5.33","1.33","Miconia diaphanea","16","560.81","85.83","21.46","Miconia diaphanea","16","326.75","19.3","4.82","Miconia diaphanea","16","194.25","25.68","6.42","Miconia diaphanea","16","132.5","35.98","8.99","Miconia diaphanea","16","251.06","14.3","3.58","Miconia diaphanea","16","259","14.9","3.72","Miconia diaphanea","16","262.06","13.97","3.49","Miconia diaphanea","16","248.19","14.83","3.71","Miconia diaphanea","16","2430.31","368.7","92.17","Miconia diaphanea","16","377.31","62.74","15.69","Miconia diaphanea","16","57.69","31.79","7.95","Miconia diaphanea","16","52.5","11.87","2.97","Miconia diaphanea","16","1009.38","130.81","32.7","Miconia diaphanea","16","204.62","103.9","25.98","Miconia diaphanea","16","292.31","63.13","15.78","Miconia diaphanea","16","750.75","291.59","72.9","Miconia diaphanea","16","269.5","232.27","58.07"
