"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19"
"126","Rubus neomexicanus","125","112.83","23.23","2.08","Rubus neomexicanus","125","156.96","12.54","1.12","Rubus neomexicanus","125","46.02","2.48","0.22","Rubus neomexicanus","125","6652.2","607.59","54.34","Rubus neomexicanus","125","292.88","28","2.5","Rubus neomexicanus","125","-44.99","23.36","2.09","Rubus neomexicanus","125","337.87","25.41","2.27","Rubus neomexicanus","125","190.5","31.45","2.81","Rubus neomexicanus","125","141.63","25.43","2.27","Rubus neomexicanus","125","200.3","25.96","2.32","Rubus neomexicanus","125","31.09","22.25","1.99","Rubus neomexicanus","125","582.13","111.82","10","Rubus neomexicanus","125","100.61","25.58","2.29","Rubus neomexicanus","125","10.76","2.4","0.21","Rubus neomexicanus","125","54.31","12.52","1.12","Rubus neomexicanus","125","245.23","59.34","5.31","Rubus neomexicanus","125","51.03","10.35","0.93","Rubus neomexicanus","125","207.04","54.52","4.88","Rubus neomexicanus","125","153.35","40.19","3.59"
"127","Rubus leucodermis","273","92.29","25.63","1.55","Rubus leucodermis","273","135.52","21.3","1.29","Rubus leucodermis","273","45.94","5.26","0.32","Rubus leucodermis","273","5609.88","1047.37","63.39","Rubus leucodermis","273","264.28","31.7","1.92","Rubus leucodermis","273","-29.35","35.03","2.12","Rubus leucodermis","273","293.63","44.3","2.68","Rubus leucodermis","273","38.84","43.65","2.64","Rubus leucodermis","273","159.05","29.23","1.77","Rubus leucodermis","273","167.29","24.28","1.47","Rubus leucodermis","273","26.81","32.45","1.96","Rubus leucodermis","273","1115.02","459.28","27.8","Rubus leucodermis","273","192.98","81.37","4.92","Rubus leucodermis","273","10.56","10.59","0.64","Rubus leucodermis","273","69.38","15.61","0.94","Rubus leucodermis","273","545","233.09","14.11","Rubus leucodermis","273","54.67","36.9","2.23","Rubus leucodermis","273","69.33","42.28","2.56","Rubus leucodermis","273","517.68","222.05","13.44"
"128","Amelanchier utahensis","968","85.46","37.02","1.19","Amelanchier utahensis","968","151.49","16.8","0.54","Amelanchier utahensis","968","43.73","4.73","0.15","Amelanchier utahensis","968","6861.81","1380.43","44.37","Amelanchier utahensis","968","278.6","38.79","1.25","Amelanchier utahensis","968","-68.26","51.61","1.66","Amelanchier utahensis","968","346.86","54.29","1.74","Amelanchier utahensis","968","71.17","81.64","2.62","Amelanchier utahensis","968","126.5","66.21","2.13","Amelanchier utahensis","968","176.41","37.01","1.19","Amelanchier utahensis","968","2.56","45.6","1.47","Amelanchier utahensis","968","586.38","303.75","9.76","Amelanchier utahensis","968","93.54","61.65","1.98","Amelanchier utahensis","968","11.22","7.73","0.25","Amelanchier utahensis","968","50.21","23.37","0.75","Amelanchier utahensis","968","255.33","173.54","5.58","Amelanchier utahensis","968","49.24","24.15","0.78","Amelanchier utahensis","968","79.78","43.77","1.41","Amelanchier utahensis","968","232.84","176.86","5.68"
"129","Cercocarpus montanus","1092","113.29","41.36","1.25","Cercocarpus montanus","1092","154.6","18.09","0.55","Cercocarpus montanus","1092","45.26","5.13","0.16","Cercocarpus montanus","1092","6695.29","1474.27","44.61","Cercocarpus montanus","1092","299.4","33.41","1.01","Cercocarpus montanus","1092","-43.38","64.48","1.95","Cercocarpus montanus","1092","342.79","57.55","1.74","Cercocarpus montanus","1092","126.21","65.78","1.99","Cercocarpus montanus","1092","117.38","99.41","3.01","Cercocarpus montanus","1092","202.05","33.36","1.01","Cercocarpus montanus","1092","31.85","56.44","1.71","Cercocarpus montanus","1092","507.93","205.22","6.21","Cercocarpus montanus","1092","86.88","43.39","1.31","Cercocarpus montanus","1092","8.58","7.28","0.22","Cercocarpus montanus","1092","59.83","21.79","0.66","Cercocarpus montanus","1092","233","119.85","3.63","Cercocarpus montanus","1092","37.66","22.61","0.68","Cercocarpus montanus","1092","101.4","70","2.12","Cercocarpus montanus","1092","176.62","142.68","4.32"
"130","Coleogyne ramosissima","309","137.21","24.82","1.41","Coleogyne ramosissima","309","153.54","12.81","0.73","Coleogyne ramosissima","309","41.53","3.97","0.23","Coleogyne ramosissima","309","7593.66","928.4","52.81","Coleogyne ramosissima","309","338.51","23.93","1.36","Coleogyne ramosissima","309","-28.37","35.15","2","Coleogyne ramosissima","309","366.88","31.43","1.79","Coleogyne ramosissima","309","100.11","66.34","3.77","Coleogyne ramosissima","309","173.04","58.18","3.31","Coleogyne ramosissima","309","237.64","25.26","1.44","Coleogyne ramosissima","309","44.41","31.3","1.78","Coleogyne ramosissima","309","282.45","95.6","5.44","Coleogyne ramosissima","309","42.27","17.36","0.99","Coleogyne ramosissima","309","5.44","3.92","0.22","Coleogyne ramosissima","309","46.52","16.38","0.93","Coleogyne ramosissima","309","113.51","52.89","3.01","Coleogyne ramosissima","309","30.41","13.83","0.79","Coleogyne ramosissima","309","49.74","20.78","1.18","Coleogyne ramosissima","309","104.21","55.14","3.14"
"131","Dasiphora fruticosa","973","24.2","55.6","1.78","Dasiphora fruticosa","973","103.51","33.32","1.07","Dasiphora fruticosa","973","28.73","8.4","0.27","Dasiphora fruticosa","973","9110.17","3262.98","104.61","Dasiphora fruticosa","973","213.87","40.11","1.29","Dasiphora fruticosa","973","-148.05","100.49","3.22","Dasiphora fruticosa","973","361.91","101.21","3.24","Dasiphora fruticosa","973","104.25","68.89","2.21","Dasiphora fruticosa","973","-38.39","106.04","3.4","Dasiphora fruticosa","973","140.62","36.66","1.18","Dasiphora fruticosa","973","-91.33","91.36","2.93","Dasiphora fruticosa","973","652.88","290.91","9.33","Dasiphora fruticosa","973","92.53","41.02","1.32","Dasiphora fruticosa","973","26.23","15.92","0.51","Dasiphora fruticosa","973","42.51","22.86","0.73","Dasiphora fruticosa","973","252.19","115.6","3.71","Dasiphora fruticosa","973","90.45","52.85","1.69","Dasiphora fruticosa","973","200.47","92.45","2.96","Dasiphora fruticosa","973","138.8","111.15","3.56"
"132","Prunus fasciculata","263","146.28","30.08","1.85","Prunus fasciculata","263","153.71","14.11","0.87","Prunus fasciculata","263","42.7","3.61","0.22","Prunus fasciculata","263","7320.35","836.5","51.58","Prunus fasciculata","263","342.86","33.89","2.09","Prunus fasciculata","263","-14.21","29.88","1.84","Prunus fasciculata","263","357.06","29.83","1.84","Prunus fasciculata","263","102.19","76.77","4.73","Prunus fasciculata","263","189.37","38.62","2.38","Prunus fasciculata","263","243.6","34.07","2.1","Prunus fasciculata","263","58.1","28.91","1.78","Prunus fasciculata","263","303.69","138.19","8.52","Prunus fasciculata","263","47.47","27.34","1.69","Prunus fasciculata","263","4.07","3.01","0.19","Prunus fasciculata","263","50.56","18.16","1.12","Prunus fasciculata","263","127.86","81.44","5.02","Prunus fasciculata","263","25.7","12.94","0.8","Prunus fasciculata","263","49.59","23.32","1.44","Prunus fasciculata","263","119.75","80.66","4.97"
"133","Lindleya mespiloides","284","168.82","22.54","1.34","Lindleya mespiloides","284","155.43","12.39","0.74","Lindleya mespiloides","284","62.61","6.35","0.38","Lindleya mespiloides","284","3020.83","1169.9","69.42","Lindleya mespiloides","284","288.57","30.4","1.8","Lindleya mespiloides","284","40.52","17.44","1.03","Lindleya mespiloides","284","248.05","25.34","1.5","Lindleya mespiloides","284","195.06","30.78","1.83","Lindleya mespiloides","284","139.47","22.79","1.35","Lindleya mespiloides","284","202.75","30.86","1.83","Lindleya mespiloides","284","126.42","21.1","1.25","Lindleya mespiloides","284","563.69","211.31","12.54","Lindleya mespiloides","284","111.59","53.34","3.17","Lindleya mespiloides","284","10.14","5.32","0.32","Lindleya mespiloides","284","72.21","14.52","0.86","Lindleya mespiloides","284","277.13","116.49","6.91","Lindleya mespiloides","284","39.01","17.58","1.04","Lindleya mespiloides","284","210.41","64.38","3.82","Lindleya mespiloides","284","45.79","17.59","1.04"
"134","Crataegus saligna","50","47.2","19.19","2.71","Crataegus saligna","50","181.3","11.21","1.59","Crataegus saligna","50","40.44","1.58","0.22","Crataegus saligna","50","8843.84","575.78","81.43","Crataegus saligna","50","276.16","22.02","3.11","Crataegus saligna","50","-166.3","29.79","4.21","Crataegus saligna","50","442.46","26.14","3.7","Crataegus saligna","50","118.46","43.99","6.22","Crataegus saligna","50","3.72","66.54","9.41","Crataegus saligna","50","159.46","20.44","2.89","Crataegus saligna","50","-69.18","24.01","3.4","Crataegus saligna","50","376.8","70.13","9.92","Crataegus saligna","50","42.3","6.87","0.97","Crataegus saligna","50","22.36","5.77","0.82","Crataegus saligna","50","19.62","9.66","1.37","Crataegus saligna","50","117.26","17.62","2.49","Crataegus saligna","50","76.9","20.5","2.9","Crataegus saligna","50","105.64","15.95","2.26","Crataegus saligna","50","81.9","23.1","3.27"
"135","Geum vernum","332","114.98","19.13","1.05","Geum vernum","332","121.68","9.86","0.54","Geum vernum","332","31.5","2.63","0.14","Geum vernum","332","9135.09","517.87","28.42","Geum vernum","332","304.3","20.16","1.11","Geum vernum","332","-76.22","17.93","0.98","Geum vernum","332","380.52","18.15","1","Geum vernum","332","190.75","26.97","1.48","Geum vernum","332","3.3","48.82","2.68","Geum vernum","332","228.53","19.24","1.06","Geum vernum","332","-8.03","21.41","1.18","Geum vernum","332","1014.13","97.94","5.38","Geum vernum","332","116.19","17.24","0.95","Geum vernum","332","50.06","14.61","0.8","Geum vernum","332","24.33","9.94","0.55","Geum vernum","332","321.4","35.93","1.97","Geum vernum","332","171.59","46.57","2.56","Geum vernum","332","299.32","26.53","1.46","Geum vernum","332","174.06","51.12","2.81"
"136","Physocarpus malvaceus","202","54.08","24.42","1.72","Physocarpus malvaceus","202","144","15.19","1.07","Physocarpus malvaceus","202","37.82","2.28","0.16","Physocarpus malvaceus","202","7872.6","714.91","50.3","Physocarpus malvaceus","202","267.95","27.16","1.91","Physocarpus malvaceus","202","-108.03","33.82","2.38","Physocarpus malvaceus","202","375.99","31.26","2.2","Physocarpus malvaceus","202","2.1","60.58","4.26","Physocarpus malvaceus","202","130.04","65.03","4.58","Physocarpus malvaceus","202","156.83","25.53","1.8","Physocarpus malvaceus","202","-45.09","26.6","1.87","Physocarpus malvaceus","202","559","197.09","13.87","Physocarpus malvaceus","202","69.1","31.63","2.23","Physocarpus malvaceus","202","23.61","7.01","0.49","Physocarpus malvaceus","202","28.68","9.71","0.68","Physocarpus malvaceus","202","194.26","91.31","6.42","Physocarpus malvaceus","202","85.7","21.82","1.54","Physocarpus malvaceus","202","99.27","23.45","1.65","Physocarpus malvaceus","202","176","90.12","6.34"
"137","Rubus arizonensis","23","157.22","26.08","5.44","Rubus arizonensis","23","162.74","7.44","1.55","Rubus arizonensis","23","46.7","2.95","0.62","Rubus arizonensis","23","6817.52","570.89","119.04","Rubus arizonensis","23","338.74","27.62","5.76","Rubus arizonensis","23","-6.57","23.24","4.85","Rubus arizonensis","23","345.3","14.91","3.11","Rubus arizonensis","23","232.91","40.24","8.39","Rubus arizonensis","23","186.13","26.78","5.58","Rubus arizonensis","23","246.43","27.66","5.77","Rubus arizonensis","23","73.35","25.46","5.31","Rubus arizonensis","23","511","70.41","14.68","Rubus arizonensis","23","95.78","31.5","6.57","Rubus arizonensis","23","7.7","2.24","0.47","Rubus arizonensis","23","61.57","22.75","4.74","Rubus arizonensis","23","221.3","61.32","12.79","Rubus arizonensis","23","37.35","10.16","2.12","Rubus arizonensis","23","184.65","59.05","12.31","Rubus arizonensis","23","138.09","35.21","7.34"
"138","Adenostoma fasciculatum","814","153.04","17.83","0.62","Adenostoma fasciculatum","814","138.8","21.61","0.76","Adenostoma fasciculatum","814","51.72","4.23","0.15","Adenostoma fasciculatum","814","4629.1","1139.98","39.96","Adenostoma fasciculatum","814","300.75","31.58","1.11","Adenostoma fasciculatum","814","32.69","26.64","0.93","Adenostoma fasciculatum","814","268.06","48.9","1.71","Adenostoma fasciculatum","814","103.81","23.95","0.84","Adenostoma fasciculatum","814","203.42","25.45","0.89","Adenostoma fasciculatum","814","216.85","20.01","0.7","Adenostoma fasciculatum","814","99.64","24.63","0.86","Adenostoma fasciculatum","814","443.57","134.5","4.71","Adenostoma fasciculatum","814","85.5","26.96","0.94","Adenostoma fasciculatum","814","1.65","1.05","0.04","Adenostoma fasciculatum","814","83.44","8.54","0.3","Adenostoma fasciculatum","814","240.04","73.52","2.58","Adenostoma fasciculatum","814","12.18","8.85","0.31","Adenostoma fasciculatum","814","24","18.51","0.65","Adenostoma fasciculatum","814","226.03","73.81","2.59"
"139","Kageneckia oblonga","30","115.33","32.9","6.01","Kageneckia oblonga","30","133.4","21.76","3.97","Kageneckia oblonga","30","56.63","3.21","0.59","Kageneckia oblonga","30","3677.83","691.51","126.25","Kageneckia oblonga","30","247.3","34.6","6.32","Kageneckia oblonga","30","13.27","40.94","7.47","Kageneckia oblonga","30","234.03","37.99","6.94","Kageneckia oblonga","30","73.33","36","6.57","Kageneckia oblonga","30","161.67","32.53","5.94","Kageneckia oblonga","30","163.2","31.95","5.83","Kageneckia oblonga","30","68.73","36.06","6.58","Kageneckia oblonga","30","587.9","263.81","48.16","Kageneckia oblonga","30","138.5","58.53","10.69","Kageneckia oblonga","30","4.67","4.96","0.91","Kageneckia oblonga","30","94.87","12.71","2.32","Kageneckia oblonga","30","354.77","151.3","27.62","Kageneckia oblonga","30","20.03","16.25","2.97","Kageneckia oblonga","30","20.33","16.25","2.97","Kageneckia oblonga","30","340.93","138.25","25.24"
"140","Potentilla thurberi","124","117.88","32.51","2.92","Potentilla thurberi","124","167.98","17.97","1.61","Potentilla thurberi","124","53.13","5.37","0.48","Potentilla thurberi","124","5326.55","1267.64","113.84","Potentilla thurberi","124","277.32","30.04","2.7","Potentilla thurberi","124","-38.11","40.91","3.67","Potentilla thurberi","124","315.44","41.54","3.73","Potentilla thurberi","124","178.56","26.17","2.35","Potentilla thurberi","124","113.27","32.63","2.93","Potentilla thurberi","124","185.45","26.96","2.42","Potentilla thurberi","124","50.06","41.18","3.7","Potentilla thurberi","124","668.31","209.65","18.83","Potentilla thurberi","124","157.24","64.08","5.75","Potentilla thurberi","124","10.7","3.74","0.34","Potentilla thurberi","124","82.25","18.59","1.67","Potentilla thurberi","124","389.86","152.06","13.66","Potentilla thurberi","124","46.6","13.43","1.21","Potentilla thurberi","124","349","148.13","13.3","Potentilla thurberi","124","103.71","37.42","3.36"
"141","Prunus tucumanensis","41","168.59","17.17","2.68","Prunus tucumanensis","41","139.56","16.53","2.58","Prunus tucumanensis","41","63.66","5.98","0.93","Prunus tucumanensis","41","2661.98","840.43","131.25","Prunus tucumanensis","41","264.93","28.07","4.38","Prunus tucumanensis","41","44.39","23.19","3.62","Prunus tucumanensis","41","220.54","40.34","6.3","Prunus tucumanensis","41","196.44","24.91","3.89","Prunus tucumanensis","41","136.44","14.54","2.27","Prunus tucumanensis","41","197.2","25.13","3.92","Prunus tucumanensis","41","130.02","12.28","1.92","Prunus tucumanensis","41","746.59","120.64","18.84","Prunus tucumanensis","41","147.1","20.34","3.18","Prunus tucumanensis","41","4.98","3.5","0.55","Prunus tucumanensis","41","85.37","6.95","1.09","Prunus tucumanensis","41","413.88","54.85","8.57","Prunus tucumanensis","41","24.41","12.4","1.94","Prunus tucumanensis","41","384.95","65.34","10.2","Prunus tucumanensis","41","26.05","12.22","1.91"
"142","Chamaebatia foliolosa","165","110.95","25.11","1.95","Chamaebatia foliolosa","165","140.42","8.09","0.63","Chamaebatia foliolosa","165","44.33","1.15","0.09","Chamaebatia foliolosa","165","6179.63","183.87","14.31","Chamaebatia foliolosa","165","293.57","28.87","2.25","Chamaebatia foliolosa","165","-19.39","24.07","1.87","Chamaebatia foliolosa","165","312.96","12.72","0.99","Chamaebatia foliolosa","165","42.76","23.04","1.79","Chamaebatia foliolosa","165","192.43","25.69","2","Chamaebatia foliolosa","165","193.49","25.44","1.98","Chamaebatia foliolosa","165","40.06","23.32","1.82","Chamaebatia foliolosa","165","1078.08","337.48","26.27","Chamaebatia foliolosa","165","199.61","65.52","5.1","Chamaebatia foliolosa","165","4.66","2.45","0.19","Chamaebatia foliolosa","165","79.17","5.12","0.4","Chamaebatia foliolosa","165","539.69","172.31","13.41","Chamaebatia foliolosa","165","25.69","9.68","0.75","Chamaebatia foliolosa","165","33.78","11.12","0.87","Chamaebatia foliolosa","165","537.7","173.38","13.5"
"143","Lachemilla procumbens","346","123.05","26.75","1.44","Lachemilla procumbens","346","145.04","14.2","0.76","Lachemilla procumbens","346","68.97","3.09","0.17","Lachemilla procumbens","346","1599.29","292.69","15.74","Lachemilla procumbens","346","225.08","32.31","1.74","Lachemilla procumbens","346","16.05","22.03","1.18","Lachemilla procumbens","346","209.03","19.9","1.07","Lachemilla procumbens","346","132.35","29.22","1.57","Lachemilla procumbens","346","109.06","26.7","1.44","Lachemilla procumbens","346","141.25","29.35","1.58","Lachemilla procumbens","346","100.29","23.2","1.25","Lachemilla procumbens","346","1071.48","250.7","13.48","Lachemilla procumbens","346","218.41","53.11","2.86","Lachemilla procumbens","346","12.52","9.15","0.49","Lachemilla procumbens","346","88.18","8.85","0.48","Lachemilla procumbens","346","607.17","147.24","7.92","Lachemilla procumbens","346","47.11","28.24","1.52","Lachemilla procumbens","346","302.58","75.87","4.08","Lachemilla procumbens","346","58.81","34.42","1.85"
"144","Ivesia kingii","82","84.05","20.27","2.24","Ivesia kingii","82","170.41","10.41","1.15","Ivesia kingii","82","41.85","1.84","0.2","Ivesia kingii","82","7921.23","472.48","52.18","Ivesia kingii","82","307.71","26.22","2.9","Ivesia kingii","82","-95.2","19.26","2.13","Ivesia kingii","82","402.9","20.76","2.29","Ivesia kingii","82","81.51","51.76","5.72","Ivesia kingii","82","107.7","87.3","9.64","Ivesia kingii","82","189.27","22.49","2.48","Ivesia kingii","82","-13.71","20.11","2.22","Ivesia kingii","82","261.48","70.39","7.77","Ivesia kingii","82","31.88","10.42","1.15","Ivesia kingii","82","13.61","3.94","0.44","Ivesia kingii","82","24.44","11.76","1.3","Ivesia kingii","82","86.55","26.74","2.95","Ivesia kingii","82","46.88","13.61","1.5","Ivesia kingii","82","56.59","18.89","2.09","Ivesia kingii","82","68.34","29.23","3.23"
