"","species","n_bio1","mean_bio1","sd_bio1","se_bio1","species.1","n_bio2","mean_bio2","sd_bio2","se_bio2","species.2","n_bio3","mean_bio3","sd_bio3","se_bio3","species.3","n_bio4","mean_bio4","sd_bio4","se_bio4","species.4","n_bio5","mean_bio5","sd_bio5","se_bio5","species.5","n_bio6","mean_bio6","sd_bio6","se_bio6","species.6","n_bio7","mean_bio7","sd_bio7","se_bio7","species.7","n_bio8","mean_bio8","sd_bio8","se_bio8","species.8","n_bio9","mean_bio9","sd_bio9","se_bio9","species.9","n_bio10","mean_bio10","sd_bio10","se_bio10","species.10","n_bio11","mean_bio11","sd_bio11","se_bio11","species.11","n_bio12","mean_bio12","sd_bio12","se_bio12","species.12","n_bio13","mean_bio13","sd_bio13","se_bio13","species.13","n_bio14","mean_bio14","sd_bio14","se_bio14","species.14","n_bio15","mean_bio15","sd_bio15","se_bio15","species.15","n_bio16","mean_bio16","sd_bio16","se_bio16","species.16","n_bio17","mean_bio17","sd_bio17","se_bio17","species.17","n_bio18","mean_bio18","sd_bio18","se_bio18","species.18","n_bio19","mean_bio19","sd_bio19","se_bio19","species.19","n_alt","mean_alt","sd_alt","se_alt"
"79","Lysinema ciliatum","39","171.1","12.13","1.94","Lysinema ciliatum","39","122.15","15.91","2.55","Lysinema ciliatum","39","50.77","2.81","0.45","Lysinema ciliatum","39","4192.64","877.47","140.51","Lysinema ciliatum","39","304.87","30.14","4.83","Lysinema ciliatum","39","65.03","15.63","2.5","Lysinema ciliatum","39","239.85","39.25","6.29","Lysinema ciliatum","39","125.67","12.65","2.03","Lysinema ciliatum","39","209.59","20.49","3.28","Lysinema ciliatum","39","225.44","20.33","3.26","Lysinema ciliatum","39","118.92","12.37","1.98","Lysinema ciliatum","39","540.28","252.64","40.45","Lysinema ciliatum","39","94.41","55.39","8.87","Lysinema ciliatum","39","14","5.07","0.81","Lysinema ciliatum","39","54.85","21.29","3.41","Lysinema ciliatum","39","253.51","148.53","23.78","Lysinema ciliatum","39","50.1","15.05","2.41","Lysinema ciliatum","39","56.44","14.92","2.39","Lysinema ciliatum","39","245.08","146.14","23.4","Lysinema ciliatum","39","219.85","145.68","23.33"
"80","Epacris lanuginosa","18","116.67","23.07","5.44","Epacris lanuginosa","18","84.17","7.22","1.7","Epacris lanuginosa","18","49.17","1.76","0.41","Epacris lanuginosa","18","2955.06","261.9","61.73","Epacris lanuginosa","18","210.89","19.83","4.67","Epacris lanuginosa","18","40.94","24.17","5.7","Epacris lanuginosa","18","169.94","14.03","3.31","Epacris lanuginosa","18","82.56","26.23","6.18","Epacris lanuginosa","18","154.72","22.53","5.31","Epacris lanuginosa","18","155.11","22.69","5.35","Epacris lanuginosa","18","78.56","24.55","5.79","Epacris lanuginosa","18","1161.78","366.95","86.49","Epacris lanuginosa","18","138.22","42.03","9.91","Epacris lanuginosa","18","52.56","14.89","3.51","Epacris lanuginosa","18","27","6.05","1.43","Epacris lanuginosa","18","384.89","122.39","28.85","Epacris lanuginosa","18","186.39","59.79","14.09","Epacris lanuginosa","18","186.5","59.73","14.08","Epacris lanuginosa","18","377.89","114.33","26.95","Epacris lanuginosa","18","231.06","311.93","73.52"
"81","Acrothamnus melaleucoides","5","147.2","18.65","8.34","Acrothamnus melaleucoides","5","125.2","8.17","3.65","Acrothamnus melaleucoides","5","49.6","1.34","0.6","Acrothamnus melaleucoides","5","4511.6","397.74","177.87","Acrothamnus melaleucoides","5","265.8","16.36","7.32","Acrothamnus melaleucoides","5","16.8","20.62","9.22","Acrothamnus melaleucoides","5","249","17.28","7.73","Acrothamnus melaleucoides","5","199.2","17.37","7.77","Acrothamnus melaleucoides","5","103.6","19.74","8.83","Acrothamnus melaleucoides","5","201.6","15.27","6.83","Acrothamnus melaleucoides","5","86.2","22.02","9.85","Acrothamnus melaleucoides","5","1007.8","175.85","78.64","Acrothamnus melaleucoides","5","137.2","30.79","13.77","Acrothamnus melaleucoides","5","44.2","6.61","2.96","Acrothamnus melaleucoides","5","35.4","6.23","2.79","Acrothamnus melaleucoides","5","383","88.79","39.71","Acrothamnus melaleucoides","5","151.8","14.67","6.56","Acrothamnus melaleucoides","5","382.4","89.47","40.01","Acrothamnus melaleucoides","5","162.6","12.54","5.61","Acrothamnus melaleucoides","5","858.4","298.62","133.55"
"82","Richea scoparia","7","67.43","13.77","5.2","Richea scoparia","7","79.86","4.56","1.72","Richea scoparia","7","47","0.82","0.31","Richea scoparia","7","3041.29","174.53","65.97","Richea scoparia","7","165.86","10.71","4.05","Richea scoparia","7","-2.71","15.34","5.8","Richea scoparia","7","168.57","9.18","3.47","Richea scoparia","7","36.57","22.2","8.39","Richea scoparia","7","106.86","12.31","4.65","Richea scoparia","7","106.86","12.31","4.65","Richea scoparia","7","28.29","15.79","5.97","Richea scoparia","7","1824.86","558.29","211.01","Richea scoparia","7","210.43","63.35","23.94","Richea scoparia","7","84.86","18.69","7.06","Richea scoparia","7","24.71","6.87","2.6","Richea scoparia","7","593.29","188.16","71.12","Richea scoparia","7","299.14","79.74","30.14","Richea scoparia","7","299.14","79.74","30.14","Richea scoparia","7","578.86","182.03","68.8","Richea scoparia","7","949.57","281.55","106.42"
"83","Sphenotoma gracilis","6","157.5","8.24","3.36","Sphenotoma gracilis","6","96.83","14.19","5.79","Sphenotoma gracilis","6","51","0.63","0.26","Sphenotoma gracilis","6","3144.5","388.72","158.69","Sphenotoma gracilis","6","264.5","16.29","6.65","Sphenotoma gracilis","6","77.33","13.87","5.66","Sphenotoma gracilis","6","187.17","25.29","10.32","Sphenotoma gracilis","6","123.83","15.13","6.18","Sphenotoma gracilis","6","197.17","9.15","3.74","Sphenotoma gracilis","6","199.33","8.87","3.62","Sphenotoma gracilis","6","119.67","10.8","4.41","Sphenotoma gracilis","6","992","119.91","48.95","Sphenotoma gracilis","6","182.83","31.4","12.82","Sphenotoma gracilis","6","17.33","6.71","2.74","Sphenotoma gracilis","6","69.67","11.33","4.63","Sphenotoma gracilis","6","494.33","84.37","34.44","Sphenotoma gracilis","6","60.17","16.41","6.7","Sphenotoma gracilis","6","66.17","14.68","5.99","Sphenotoma gracilis","6","471.33","74.53","30.43","Sphenotoma gracilis","6","114.5","74.14","30.27"
"84","Astroloma xerophyllum","6","189.33","8.14","3.32","Astroloma xerophyllum","6","128.17","6.85","2.8","Astroloma xerophyllum","6","50.33","1.51","0.62","Astroloma xerophyllum","6","4490.33","379.46","154.91","Astroloma xerophyllum","6","334.5","12.5","5.1","Astroloma xerophyllum","6","81.17","7.44","3.04","Astroloma xerophyllum","6","253.33","14.96","6.11","Astroloma xerophyllum","6","139.5","12.61","5.15","Astroloma xerophyllum","6","233.33","8.14","3.32","Astroloma xerophyllum","6","250","10.26","4.19","Astroloma xerophyllum","6","135.83","8.52","3.48","Astroloma xerophyllum","6","581.17","122.67","50.08","Astroloma xerophyllum","6","125.33","22.06","9.01","Astroloma xerophyllum","6","7.33","2.34","0.96","Astroloma xerophyllum","6","82.33","3.27","1.33","Astroloma xerophyllum","6","324","68.48","27.96","Astroloma xerophyllum","6","31.83","4.62","1.89","Astroloma xerophyllum","6","37.5","4.51","1.84","Astroloma xerophyllum","6","323","69.55","28.39","Astroloma xerophyllum","6","129.17","92.28","37.67"
"85","Styphelia exarrhena","8","150.12","6.06","2.14","Styphelia exarrhena","8","99.5","27.93","9.87","Styphelia exarrhena","8","50.12","2.85","1.01","Styphelia exarrhena","8","3379.5","674.16","238.35","Styphelia exarrhena","8","260.5","30.05","10.62","Styphelia exarrhena","8","65.75","17.6","6.22","Styphelia exarrhena","8","194.75","46.51","16.44","Styphelia exarrhena","8","110.88","8.51","3.01","Styphelia exarrhena","8","192.5","12.44","4.4","Styphelia exarrhena","8","193.5","12.22","4.32","Styphelia exarrhena","8","107.38","8.25","2.92","Styphelia exarrhena","8","586.5","196.14","69.35","Styphelia exarrhena","8","87","38.22","13.51","Styphelia exarrhena","8","19.12","4.29","1.52","Styphelia exarrhena","8","44.62","13","4.6","Styphelia exarrhena","8","239.38","101.51","35.89","Styphelia exarrhena","8","64.62","15.14","5.35","Styphelia exarrhena","8","67.62","14.08","4.98","Styphelia exarrhena","8","230","96.33","34.06","Styphelia exarrhena","8","123.88","120.43","42.58"
"86","Astroloma ciliatum","9","165.78","15.04","5.01","Astroloma ciliatum","9","112.11","19.25","6.42","Astroloma ciliatum","9","49.67","1.94","0.65","Astroloma ciliatum","9","3909.89","801.45","267.15","Astroloma ciliatum","9","294.78","30.19","10.06","Astroloma ciliatum","9","71","20.3","6.77","Astroloma ciliatum","9","223.78","41.62","13.87","Astroloma ciliatum","9","122","18.36","6.12","Astroloma ciliatum","9","214","16.63","5.54","Astroloma ciliatum","9","218.11","19.55","6.52","Astroloma ciliatum","9","119.11","16.59","5.53","Astroloma ciliatum","9","830.33","188.48","62.83","Astroloma ciliatum","9","163.22","41.29","13.76","Astroloma ciliatum","9","12.78","4.84","1.61","Astroloma ciliatum","9","74.89","13.05","4.35","Astroloma ciliatum","9","436.22","113.83","37.94","Astroloma ciliatum","9","48.44","14.67","4.89","Astroloma ciliatum","9","53.67","15.59","5.2","Astroloma ciliatum","9","412.67","108.08","36.03","Astroloma ciliatum","9","199","126.29","42.1"
"87","Dracophyllum secundum","6","140.83","18.45","7.53","Dracophyllum secundum","6","105.83","11.27","4.6","Dracophyllum secundum","6","46.83","1.47","0.6","Dracophyllum secundum","6","4199.5","449.79","183.63","Dracophyllum secundum","6","251.67","14.21","5.8","Dracophyllum secundum","6","28.5","21.45","8.76","Dracophyllum secundum","6","223.17","24.24","9.9","Dracophyllum secundum","6","188.5","18.07","7.38","Dracophyllum secundum","6","91","22.72","9.28","Dracophyllum secundum","6","192.33","15.47","6.32","Dracophyllum secundum","6","84.67","22.19","9.06","Dracophyllum secundum","6","1273.5","405.91","165.71","Dracophyllum secundum","6","159","55.39","22.61","Dracophyllum secundum","6","62.17","14.37","5.87","Dracophyllum secundum","6","26.5","4.97","2.03","Dracophyllum secundum","6","433.33","141.36","57.71","Dracophyllum secundum","6","212.17","54.73","22.34","Dracophyllum secundum","6","383.33","98.49","40.21","Dracophyllum secundum","6","265.33","91.96","37.54","Dracophyllum secundum","6","571","296.85","121.19"
"88","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Richea victoriana","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
"89","Cyathodes glauca","8","98.75","13.05","4.61","Cyathodes glauca","8","92.62","8.07","2.85","Cyathodes glauca","8","49.5","0.93","0.33","Cyathodes glauca","8","3176.5","215.3","76.12","Cyathodes glauca","8","202.25","14.49","5.12","Cyathodes glauca","8","16.75","12.42","4.39","Cyathodes glauca","8","185.5","14.6","5.16","Cyathodes glauca","8","60.38","13.95","4.93","Cyathodes glauca","8","139.12","12.92","4.57","Cyathodes glauca","8","139.12","12.92","4.57","Cyathodes glauca","8","57.25","13.18","4.66","Cyathodes glauca","8","1118.75","471.53","166.71","Cyathodes glauca","8","131.5","63.19","22.34","Cyathodes glauca","8","53.25","16.4","5.8","Cyathodes glauca","8","23.5","8.62","3.05","Cyathodes glauca","8","366.62","175.98","62.22","Cyathodes glauca","8","183","64.71","22.88","Cyathodes glauca","8","183","64.71","22.88","Cyathodes glauca","8","356.5","168.95","59.73","Cyathodes glauca","8","437.25","230.28","81.42"
"90","Leucopogon distans","5","156.6","5.68","2.54","Leucopogon distans","5","96.8","10.66","4.77","Leucopogon distans","5","51.2","0.84","0.38","Leucopogon distans","5","3147.4","331.93","148.44","Leucopogon distans","5","262.8","8.04","3.6","Leucopogon distans","5","76","13.21","5.91","Leucopogon distans","5","186.8","20.33","9.09","Leucopogon distans","5","122.4","10.26","4.59","Leucopogon distans","5","196.4","3.36","1.5","Leucopogon distans","5","198.6","3.58","1.6","Leucopogon distans","5","119","9.95","4.45","Leucopogon distans","5","975.4","279.81","125.13","Leucopogon distans","5","170.2","54.67","24.45","Leucopogon distans","5","18.6","5.68","2.54","Leucopogon distans","5","64.2","12.07","5.4","Leucopogon distans","5","469.2","150.26","67.2","Leucopogon distans","5","64.2","14.11","6.31","Leucopogon distans","5","70.2","13.86","6.2","Leucopogon distans","5","467.6","151.02","67.54","Leucopogon distans","5","101.6","128.44","57.44"
"91","Conostephium preissii","7","186","8.68","3.28","Conostephium preissii","7","123.57","12.77","4.83","Conostephium preissii","7","49.71","1.7","0.64","Conostephium preissii","7","4389.71","656.52","248.14","Conostephium preissii","7","326.14","22.25","8.41","Conostephium preissii","7","79.43","10.06","3.8","Conostephium preissii","7","246.71","28.85","10.9","Conostephium preissii","7","140.86","10.98","4.15","Conostephium preissii","7","233.71","13.9","5.25","Conostephium preissii","7","244.71","13.83","5.23","Conostephium preissii","7","133.14","9.06","3.42","Conostephium preissii","7","620.86","207.84","78.56","Conostephium preissii","7","133.71","47.44","17.93","Conostephium preissii","7","8","2.52","0.95","Conostephium preissii","7","81.14","7.4","2.8","Conostephium preissii","7","347","123.91","46.83","Conostephium preissii","7","33.71","6.02","2.28","Conostephium preissii","7","40","5.74","2.17","Conostephium preissii","7","331","124.57","47.08","Conostephium preissii","7","123.14","102.79","38.85"
"92","Richea procera","5","83.4","17.57","7.86","Richea procera","5","86.2","7.26","3.25","Richea procera","5","48.8","0.84","0.38","Richea procera","5","3059","306.63","137.13","Richea procera","5","183.4","5.37","2.4","Richea procera","5","8","22.84","10.21","Richea procera","5","175.4","17.53","7.84","Richea procera","5","47.4","19.5","8.72","Richea procera","5","122.2","14.13","6.32","Richea procera","5","122.4","13.9","6.22","Richea procera","5","43.6","21.52","9.62","Richea procera","5","1293.8","602.88","269.62","Richea procera","5","142.6","70.94","31.73","Richea procera","5","61.8","21.43","9.58","Richea procera","5","21.2","4.09","1.83","Richea procera","5","407.8","206.86","92.51","Richea procera","5","219","76.75","34.32","Richea procera","5","221.4","74.48","33.31","Richea procera","5","396.4","205.12","91.73","Richea procera","5","655.8","290.27","129.81"
"93","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points","Archeria comberi","not_enough_points","not_enough_points","not_enough_points","not_enough_points"
